figure|n.(아라비아) 숫자;(숫자의) 자리;[보통 수식어와 함께] 합계수, 액수, 값the figure 3 숫자 3double[three] figures 두[세] 자리(의 수)get ... at a low figure …을 싼 값으로 구입하다a casualty figure 사상자 수[pl.] (숫자) 계산be a poor hand at figures 계산이 서투르다(윤곽이 뚜렷한) 꼴(shape), 형태, 형상(形象), 형상(形狀)be square in figure 형태가 사각형이다(사람의) 모습, 사람 그림자, 용자(容姿), 풍모, 풍채, 외관;눈에 띄는 모습, 이채a fine figure of a man 풍채가 당당한 남자She has a slender[slim, trim] figure. 그녀는 몸매가 날씬하다.(회화·조각 등의) 인물상, 화상(畵像), 초상;반신상(半身像), 나체상a figure on the horizon 지평선 상에 있는 사람의 모습a figure in bronze 동상a figure of an angel 천사의 상[보통 수식어와 함께] (중요한) 인물;명사(名士)a prominent figure 거물a national figure 전국적으로 유명한 인물그림, 도해, 삽화(illustration);도형;도안, 무늬(design)a plane figure 평면 도형표상, 상징(emblem) 《of》The dove is a figure of peace. 비둘기는 평화의 상징이다.【무용】 피겨 《선회 운동(evolution)의 한 가지》;1선회;【스케이트】 피겨 《스케이트로 지치며 그리는 도형》【수사학】 말의 수사(修辭);비유;【문법】 수식상의 변칙[파격]【음악】 음의 수사(修辭)【논리】 (삼단 논법의) 격(格), 도식(圖式)【점성술】 천궁도(天宮圖)(horoscope)    a., A[숫자와 함께 복합어를 이루어] …자리의6-figure gains 6자리 수익 《예컨대 100,000에서 999,999달러[파운드 등]까지의 수익》    vt.숫자로 나타내다;계산하다(calculate) 《up》;어림하다(estimate)《figure+목+부》 figure up a sum 총계를 내다본뜨다;조상·그림 등으로 나타내다;도형으로 나타내다;묘사하다…에 무늬를 넣다상상하다, 마음에 그리다《figure+목+전+명》 figure something to oneself …을 마음에 그리다《미·구어》 (…라고) 생각하다, 판단하다I figured him to be about fifty.=I figured (that) he was about fifty. 나는 그를 대략 50세쯤으로 보았다.【음악】 반주 화음을 넣다, 수식하다비유로 나타내다, 상징[표상]하다(symbolize)    vi.(어떤 인물로서) 나타나다, 통하다, …역을 연기하다(appear) 《as》;두드러지다, 두각을 나타내다《figure+as 보》 He figured as a king in the play. 그 연극에서 그는 왕으로 나왔다.계산하다;《미·구어》 궁리하다, 계획하다 《for》《figure+전+명》 figure for an election 선거의 대책을 강구하다《미·구어》 …을 고려하다, 의지하다(rely) 《on, upon》《구어》 사리에 합당하다, 조리가 서다, 말이 되다, 당연하다【무용·스케이트】 피겨를 하다
activity|n., (pl. -ties)U 활동(action), 운동(motion)[종종 pl.] (여러 가지) 활약, 활동 《사교·스포츠·학생의 과외 활동 등》;활동 범위, 활동력social[diplomatic] activities 사회[외교] 활동U 활발, 민활U (상황(商況) 등의) 활기(liveliness), 활황(活況), 호경기;(정신·육체의) 정상적인 움직임, 기능U 【물리】 활동도(度), 활량(活量);=RADIOACTIVITY
cause|n.U,C 원인(opp. effect)cause and effect 원인과 결과, 인과 《무관사》《cause+that 절》 You are the cause that I cut my finger. 자네 때문에 나는 손가락을 베었네.U,C 이유(reason);근거 《for》, 정당한[충분한] 이유show cause 정당한 이유를 대다《cause+to do》 I have no cause to have a grudge against him. 저 사람에게 원한을 품을 까닭이 없다.주의, 주장;(…)운동 《of》;대의, 목적the temperance cause 금주 운동논의의 주제, 논점;《비유》 결정을 요하는 사항, 논의중의 문제U,C 【법】 소송 (사건);(소송의) 사유, 이유    vt.…의 원인이 되다;일으키다;초래하다, 야기시키다a cancer-causing factor 발암 요인Careless driving causes accidents. 부주의한 운전이 사고의 원인이 된다.…으로 하여금 (…)하게 하다《cause+목+to do》 The rain caused the river to overflow. 비 때문에 강이 범람했다.(…에게) 〈근심 등을〉 끼치다
worth|vi.《고어》 (신변에) 일어나다, 닥쳐오다    a., P…의 가치가 있는be worth little 거의 가치가 없다This used car is worth ￡900. 이 중고차는 900파운드의 가치가 있다.[동명사와 함께] 〈…할〉 가치가 있는, 〈…할〉 만한This book is worth reading. 이 책은 읽을 만한 가치가 있다.[명사와 함께] 〈…의〉 가치가 있는Is it worth all the trouble? 그것이 그렇게도 애쓸 가치가 있는가?재산이 …인, …만큼의 재산을 소유하고He is worth a million. 그는 백만장자다.    n., U가치, 진가(⇒ value 유의어)(얼마) 어치 《of》a dollar’s worth of this tea 이 차 1달러어치(사람·사회에 있어서의) 유용성, 중요성재산, 부(富)
accident|n.사고, 재난, 고장, 재해(⇒ incident 유의어);《미》 자동차 사고a railroad accident 철도 사고Accidents will happen. 《속담》 사고는 생기게 마련.【법】 우발 사고우연;우연한 일, 뜻밖의 일an accident of birth (부귀 또는 비천하게) 타고난 팔자부수적인 사물[성질]《구어》 요실금(尿失禁)【철학】 우유성(偶有性)【지질】 지형의 기복【미술】 한정 광선(=Ṡ líghts)
adventure|n.U 모험;모험심a spirit of adventure 모험심a story of adventure 모험 소설(우연히 일어난) 희한한[뜻밖의] 사건, 진기한 경험;[종종 pl.] 모험(담)a strange adventure 기묘한 사건What an adventure! 굉장한 사건이군!the Adventures of Robinson Crusoe 로빈슨 크루소 표류기대담[위험]한 계획, 위험한[모험적인] 행동U,C 【상업】 투기    vt.《문어》 위험에 빠뜨리다, 〈목숨을〉 걸다 《on, upon》adventure oneself 위험을 무릅쓰다《adventure+목+전+명》 adventure one’s life on[upon] an undertaking 사업에 목숨을 걸다감행하다;감히 말하다adventure an opinion 감히 의견을 진술하다 ★ 이 뜻으로는 보통 venture가 쓰임. venture to do라고는 하지만 adventure to do라고는 하지 않음.    vi.위험을 무릅쓰다 《into, in, upon》 ★ venture 쪽이 일반적임.(일을) 대담하게 시도하다[착수하다] 《on, upon》;(위험한 장소에) 발을 들여놓다 《on, upon, into》
view|n.[sing.]U 봄, 바라봄, 구경개관, 개설, 통람 《of》【법】 실지 검증U 시력, 시각, 시선U 시계(視界), 시야objects in view 시야에 있는 것들, 보이는 것들[a ~, the ~] 경치, 조망(眺望), 전망a house with a view of the sea 바다가 바라보이는 집관점, 견지from a practical view 실제적인 면[견지]에서 보면[보통 sing.;수식어와 함께] (특정한) 사고 방식, 보는 방식 《of》a romantic view of life 삶에 대한 낭만적 사고 방식(개인적) 의견, 견해, 생각 《on, about》(⇒ opinion 유의어)I have[hold] other views about the boy’s future. 아이의 장래에 관하여는 나대로의 다른 생각이 있다.풍경화[사진];전망도(圖) 《of》a view of the mountain 산이 있는 풍경화a bird’s-eye view 조관도, 전경;(사물의) 개관a front[back] view 정면[후면]도시찰, 관찰, 조사목적, 계획, 의향, 의도;가망소견, 인상, 감명, 느낌 《of》(어떤 주제에 대한) 개괄, 개설(槪說);통람(通覽)    vt.바라보다, 보다조사하다, 검토하다;시찰[관찰]하다;검사[검시(檢視), 검시(檢屍)]하다view the body 〈배심원이〉 검시하다…이라고 생각하다[간주하다], 판단하다;고찰하다, 고려하다《view+목+전+명》 view the matter in a new light 사건에 대하여 새로운 견해를 갖다Let’s view the matter from another angle. 다른 각도에서 그 문제를 생각해 봅시다.The subject may be viewed in different ways. 그 문제는 여러 가지 방법으로 고찰될 수 있다.《view+목+as 보》 view a minor setback as a disaster 사소한 실패를 재난으로 보다《view+목+부》 The plan was viewed favorably. 그 계획은 평가가 좋았다.《구어》 …을 텔레비전으로 보다(teleview)(여우 사냥을 할 때) 〈여우를〉 목격하다, 발견하다(sight)    vi.텔레비전을 보다검시하다, 조사하다
relative|n.친척, 인척, 일가a near relative 가까운 친척a distant[remote] relative 먼 친척【문법】 관계사, 《특히》 관계대명사관계물[사항];상대적 의미를 가진 말;상대적 존재    a.비교상의;상대적인relative merits 우열a relative concept 상대 개념Beauty is relative. 미는 상대적인 것이다.관계 있는, 관련되어 있는 《to》a fact relative to the accident 그 사고와 관련된 사실상관적인, 대응하는relative phenomena 상관 현상(…에) 호응하여, 비례하여 《to》Price is relative to demand. 가격은 수요에 비례한다.【음악】 관계의relative keys 관계조(調)【문법】 관계절을 이끄는, 관계사에 이끌린
superstition|n.미신;미신적 습관[행위](미지의 것·신비적인 것에 대한) 공포, 두려움맹신, 불합리한 고정 관념《드물게》 우상 숭배, 사교(邪敎)
habit|n.C,U(개인의) 버릇;습관(⇒ custom 유의어)by habit 습관으로from force of habit 습관에 의해서out of (sheer) habit (전적으로) 습관에서(술·담배 등의) 상용벽, 의존벽;《속어》 마약의 상용벽liquor[alcohol] habit 음주벽drug habit 마약 상용벽kick[knock] the habit 마약을 끊다(사회적) 관습, 선례a Korean habit 한국 관습(정신적·심리적) 성벽(性癖);(사물의) 경향U,C 기질, 성질(=~ of mind)a habit of criticizing others 남을 헐뜯는 기질U,C 체질(=~ of body)a man of corpulent habit 비만 체질의 사람【심리】 습관【동물·식물】 습성여성용 승마복(=riding ~);(특히 수사·수녀의) 의복(dress)a monk’s habit 수도복    vt.[보통 수동형으로] 차려입다, 입히다(dress)《고어》 거주하다
wealth|n., U부(富);U,C 재산, 재화, 재물(riches)the wealth of a city[a nation] 도시[국가]의 부[a ~, the ~] 풍부, 다량, 다수 《of》a wealth of delightful memories 수많은 즐거운 추억들【경제】 부 《화폐 가치·교환 가치·이용 가치가 있는 모든 것》;귀중한 산물, 자원natural wealth 천연 자원부유, 부귀, 부자;[집합적] 부유층come to wealth 부자가 되다《고어》 행복, 복리, 번영
treasure|n.[집합적] 보물, 재보;금은, 보석, 은그릇, 비장물(秘藏物)national treasure 국보a living natural treasure 인간 국보cultural treasure 문화재U 부(富), 금전, 재산보배, 귀중품《구어》 소중한 사람, 가장 사랑하는 사람;귀여운 너 《어린아이·젊은 여자를 부르는 말》    vt.비장(秘藏)하다, 소중히 하다;(장래를 위하여) 간수해 두다, 저장하다 《up》She treasures everything her mother has given her. 그녀는 어머니에게서 받은 것은 뭐든지 소중히 한다.《treasure+목+부》 treasure up money and jewels 돈과 보석을 모아두다〈교훈 등을〉 명심하다 《up》《treasure+목+부》 treasure up in one’s heart the recollection of old times 지난 날의 추억을 마음 속에 소중히 간직하다귀중히 여기다, 높이 평가하다
universe|n.[the ~] 우주;은하계 (우주);(은하계에 필적하는) 성운(星雲)reach a new universe 새로운 은하 우주에 도달하다만유(萬有), 천지만물, 삼라만상[the ~] 세계(world), 만천하(의 사람);전인류a truth known throughout the universe 전세계에 알려진 진리영역, 분야;【논리】 논의의 영역(=~ of díscourse)【통계】 모집단(母集團)다수, 대량
adult|a.어른의, 성인의;성인용의an adult disease 성인병adult movies 성인용 영화성장한, 성숙한;성인이 된(mature)an adult person 성인〈태도 등이〉 어른스러운, 어른다운adult behavior 어른스러운 행동    n.어른, 성인(grown-up);【법】 성년자(동식물의) 성체(成體), 성충
feast|n.축하연, 향연, 잔치, 연회 《banquet는 공식적인 축하연》a wedding feast 결혼 피로연give[make] a feast 잔치를 베풀다(눈·귀를) 즐겁게 하는 것, …의 기쁨[즐거움], 눈요기, 낙, 재미 《for, to》a feast for[to] the eyes 눈요기 거리대접;진수성찬축제(일)(festival), (종교상의) 축전    vt.대접하다, 잔치를 베풀다feast one’s guests 손님을 접대하다《feast+목+전+명》 feast a person on duck …에게 오리 요리를 대접하다〈눈·귀를〉 기쁘게 하다, 즐겁게 하다《feast+목+전+명》 feast one’s ears with music 음악을 들어 귀를 즐겁게 하다Feast your eyes on a fine display of mums. 훌륭한 국화 전시를 구경하며 즐기시오.    vi.잔치를 베풀다잔치에 참석하다;음식 대접을 받다, 실컷 먹다마음껏 즐기다, 구경하다 《on》《feast+전+명》 feast on a novel 소설을 읽고 즐기다
resources|n.[보통 pl.] (한 나라의) 자원, 재원, 자력(資力), 자산;(공급·원조의) 원천, 공급원, 물자natural resources 천연 자원resources of strength 힘의 원천(대처하는) 수단, (만일의 경우에) 의지할 수 있는 것, 방편, 방책(shift)We had no other resource but to wait and see. 기다리면서 관망하는 것 밖에 다른 방법이 없었다.U 기략(機略), 변통하는 재주, 기지(wit)심심풀이, 소창, 오락[보통 pl.] 정신적 재능, 소질, 자질
ruin|n.[종종 pl.] 폐허(remains), 옛터the ruins of ancient Greece 고대 그리스 유적파괴된 것, 황폐한 것;잔해(殘骸);(옛 모습을 찾을 수 없는) 몰락[영락]한 사람[모습]a ruin of an old man 산송장 같은 노인He is but the ruin of what he was. 그는 옛 모습을 찾아볼 수 없을 만큼 몰락했다.[pl.] 손해, 피해U 파멸, 멸망;파산;몰락, 영락(零落);(여자의) 타락the ruin of the country 국가의 멸망[one’s ~, the ~] 파멸[몰락]의 원인, 화근Alcohol was his ruin. 그는 술 때문에 몸을 망쳤다.    vt.파멸시키다, 황폐케 하다, 못쓰게 만들다(⇒destroy 유의어)〈사람을〉 몰락[영락]시키다, 파산시키다;《고어》 〈여자를〉 타락시키다, …의 정조를 유린하다He will ruin his prospects if he keeps on acting like that. 만약 그가 저런 행동을 계속한다면 그의 장래는 망쳐질 것이다.The crops have been ruined by the storm. 폭풍우 때문에 농작물을 망쳤다.    vi.파멸하다, 망하다몰락[영락]하다《시어》 거꾸로 떨어지다
monument|n.기념비[탑], 기념 건조물a national monument 국가 기념 건조물[the M~] (1666년의) London 대화재 기념 원탑(역사적) 기념물, 유물, 유적, 무덤an ancient[a natural] monument 고대[천연] 기념물불후의 업적[저작], 금자탑;[반어적] 비길 데 없는 것, 현저한 예 《of, to》a monument of learning 학문의 금자탑구체화 《of》(사후에 받는) 감사장, 상장《미》 경계표
information|n., U정보, 보도, 소식;자료 《on, about》a valuable piece of information 귀중한 정보useful information 유익한 정보지식, 견문, 학식a man of wide[vast] information 박식한 사람(지식·정보의) 전달, 통지[sing.;보통 무관사] 접수[안내]처[원]【법】 범죄 신고, 고발(charge), 고소;밀고【컴퓨터】 정보;데이터
appetite|n., C, U식욕A good appetite is a good sauce. 《속담》 시장이 반찬이다.(생리적·정신적) 욕망(desire), 욕구;좋아함 《for》carnal[sexual] appetite 성욕
stethoscope|n., vt.【의학】 청진기(로 진찰하다)
mystery|n., (pl. -ter·ies) 《영·고어》(숙련을 요하는) 직업, 수공예직업 조합(guild)    n., (pl. -ter·ies)U,C 신비;비밀, 수수께끼be wrapped in mystery 신비에 싸여 있다신비에 싸인 사람[물건];호기심을 북돋우는 사람[물건];신비적 사건추리 소설, 미스테리(mystery novel)【그리스도교】[종종 pl.] 신비적 교의 《삼위 일체설 등》비적(秘跡)[pl.] 성체[종종 pl.] (고대 그리스의 종교상의) 비법, 비밀 의식(중세의) 기적극(=~ play)[형용사적으로] 신비로운, 신비적인
thermometer|n.온도계a clinical thermometer 검온기(檢溫器), 체온계a maximum[minimum] thermometer 최고[최저] 온도계정도를 나타내는 것, 지표a thermometer of public opinion 여론의 지표
burden|n.(노래의) 반복구(句), 후렴 《refrain이 일반적》;장단 맞추는 노래요지, 취지    n.무거운 짐, 짐(load);U 짐나르기a ship of burden 화물선a burden of dust 쌓인 먼지(의무·책임의) 짐, 부담;(마음의) 부담, 걱정, 괴로움financial burden 재정상의 부담be a burden to[on] …의 부담이 되다U (배의) 적재력a ship of 300 tons burden 적재량 300톤의 배(체내의) 유해 물질[기생충, 생장물]의 존재량cancer burden 암 존재량    vt.[종종 수동형으로] …에게 짐을 지우다, 부담시키다《burden+목+전+명》 burden a person with heavy taxes …에게 중세를 과하다I was burdened with debt. 나는 빚을 졌다.괴롭히다, 고민하게 하다
series|n., (pl. ~)[a ~] 일련, (…의) 연속 《of》a series of victories[misfortunes] (연전) 연승[잇단 불행]시리즈, 연속물, 연속 출판물, 총서(叢書), 제 …집(集);(라디오·TV·영화 등의) 연속 프로;연속 강의a series on African wildlife 아프리카 야생 생물에 대한 연속 프로(화폐·우표 등의) 세트, 시리즈, 한 벌 《of》(야구 등의) 연속 시합;[보통 the S~] 《미》 =WORLD SERIES【화학】 열(列);【전기】 직렬 (연결), 직권(直捲);【수학】 급수;【지질】 통(統), 계;【생물】 계열(系列);【음악】 음렬(音列)
oath|n., (pl. ~s[óuðz, óuθs])C,U 맹세, 서약;서언(誓言);【법】 (법정에서의) 선서the oath of a juror 배심원의 선서서약에 의한 증언, 진술;공식적인 진술;단언, 확신신성(神聖)한 이름의 남용 《God damn you! 등》;모독적인 표현;욕설(swearword)
appointment|n.(만날) 약속, 예약(⇒ promise 유의어)an appointment for an interview 면접 약속a dental appointment 치과 진료 예약I have an appointment with my friend this afternoon. 오늘 오후에 친구와 약속이 있다.약속 장소 (NOTE) 영·미에서는 의사의 진찰을 받거나 미장원에서 머리를 하거나 남을 방문하고자 할 때는 appointment를 하는 것이 일반 상식임.C,U 지정, 선정C,U 임명, 지명, 임용;C 관직, 지위(position)have[hold] an appointment 관직에 있다[pl.] (내부의) 설비, 장비(outfit);가구, 장식품[pl.] (병사나 군마(軍馬)의) 장구, 장비《고어》 법령, 포고, 명령(출장자는 규정의 수렵복을 입게 되어 있는) 마술(馬術) 대회【법】 (재산 귀속의) 지명[지정]
clue|n.(수수께끼를 푸는) 실마리;(조사·연구 등의) 단서;퍼즐의 열쇠;(사색의) 실마리(이야기의) 줄거리;(미궁에의) 도표(道標)(cf. CLEW)    vt.…에게 (해결의) 실마리를 주다《구어》 …에게 정보를 주다
debt|n.U,C 빚, 부채, 채무(liability)C,U (남에게) 빚진 것, 신세, 은혜【신학】 죄(sin)
hydrogen|n., U【화학】 수소 《기호 H》hydrogen (mon)oxide 산화 수소 《물》
control|n.U 지배, 단속, 관리, 감독(권)light control 등화 관제traffic control 교통 정리U 억제, 제어;【야구】 (투수의) 제구(制球)력, 컨트롤birth control 산아 제한[보통 pl.] 법적[공적] 규제, 통제[관제] 수단;(기계의) 조종[제어] 장치【생물】 (실험의) 대조 표준;대조구(區)【심령】 영매(靈媒)를 지배하는 지배령(支配靈)(자동차 경주 등에서 간단한 수리를 위한) 경주 중단 구역U 【우주과학】 제어관리자, 검사자(병·화재의) 만연 방지【컴퓨터】 컨트롤 《제어 비트의 하나》    vt., (~led;~·ling)지배하다, 관제하다, 감독하다;관리하다, 통제하다, 제어하다control prices 물가를 통제하다〈감정 등을〉 억제하다, 억누르다control one’s anger 화를 억제하다〈실험 결과를〉 대조하다, 조사하여 밝히다(verify)〈화재·질병의〉 만연을 막다, 저지하다〈불필요한 동물을〉 죽이다;〈특정 동물을〉 절멸시키다
uniform|a.한결같은, 동형(同形·同型)의, 똑같은;균일한vases of uniform size and shape 같은 크기 같은 모양의 꽃병들불변의, 일정한at a uniform temperature[speed] 일정 온도[속도]로균등한, 동질의, 고른uniform output 균등한 생산고동일 표준의, 획일적인a uniform wage 동일 임금제복의 일부로 되어 있는    n.C,U 제복, 군복, 관복 《군인·경관·간호사 등의》(cf. MUFTI1);일정한 운동복, (선수의) 유니폼[the ~] 군인    vt.…에게 제복을 입히다[지급하다];통일하다
design|n.U,C 디자인, 의장(意匠), 도안, 밑그림, 초벌 그림;C 무늬, 본, 모형(pattern);구조, 뼈대the art of design 디자인술a school of dress design 복식 학원design for advertisement 광고 도안U 설계, 기획, 복안(소설·극 등의) 구상, 착상, 줄거리계획, 기도, 의도(⇒ plan 유의어), 목적;(계획에 따른) 진전;[pl.] 꿍꿍이 수작, 속셈, 음모 《on, against》예술[미술] 작품    vt.디자인하다, 밑그림[도안]을 만들다;설계하다《design+목+목》 We designed him a superb house. 우리는 그 사람에게 훌륭한 집을 설계해 주었다.계획하다, 입안하다(plan)《design+-ing》 《design+to do》 design breaking prison=design to break prison 탈옥을 계획하다(어떤 목적을 위하여) 예정하다(destine) 《for》《design+that 절》 I did not design that my sister should have seen it. 나는 누이동생에게 그것을 보일 생각은 아니었다.목적을 품다, 뜻을 품다(intend)《design+to do》 He designed to study law. 그는 법률을 공부하기로 마음먹었다.《design+that 절》 He is designing that he will study abroad. 그는 외국에서 공부하려고 생각하고 있다.    vi.의장[도안]을 만들다, 디자이너 노릇을 하다;설계하다;뜻을 두다, …할 예정이다 《for》《design+전+명》 design for a new model of car 신형 자동차를 설계하다
damage|n.U 손해, 손상, 피해 《★ damage는 남에게서 받은 손해, loss는 잃음으로써 입은 손해》do[cause] damage to …에 손해를 끼치다[the ~] 《속어》 비용, 대가(cost) 《for》What’s the damage? 비용이 얼마요? 《식당 등에서 「계산은 얼마요?」하는 것을 익살스레 하는 말》[pl.] 【법】 손해액, 배상금claim damages 손해 배상을 요구하다[pl.] 《속어》 (식당의) 청구서    vt.손해[피해]를 입히다(⇒ injure 유의어)〈명예를〉 손상시키다    vi.다치다, 아픔을 느끼다
custom|n.C,U [집합적] (사회·집단의) 풍습, 관습, 관례;(사람의) 습관;(개인의) 습관적 행위;《미》 (대학의) 규칙;【법】 관습(법), 관례break an old custom 옛 관습을 어기다Custom is (a) second nature. 《속담》 습관은 제2의 천성이다.U [집합적] 단골, 고객(patronage);(상점 등의) 애고(愛顧)[pl.] 관세;[pl.;단수 취급] 세관;통관 수속customs officials 세관원pass[get through, go through] (the) customs 세관을 통과하다사용료;세(稅)특별 주문 자동차(중세의) 연공(年貢), 조세(租稅)    a., A《미》 주문한, 맞춤의(custom-made)custom clothes 맞춤복a custom tailor 맞춤 양복점
traffic|n., U(사람·차·배·비행기 등의) 교통, 왕래, 통행;교통량, 수송량control[regulate] traffic 교통을 정리하다Safety Traffic Week 교통 안전 주간the morning traffic report 아침 교통 정보[집합적] (통행하는) 사람, 자동차(전화) 통화량, (전보) 취급량(철도·선박·항공기 등에 의한) 교통 운수업;(화물의) 운수;운임 수입ships[vessels] of traffic 화물선《문어》 (외국 등과의) 교역, 통상, 무역(trade) (특수품 등의) 거래;(종종) 부정[비합법] 거래 《in》human traffic 인신 매매(the) drug traffic 마약 거래traffic in votes 투표의 부정 거래(특정한 시기의) 고객수, 고객 규모교섭, 접촉 《with》;(의견 등의) 교환 《in》traffic in ideas 의견 교환traffic between the Democrats and the Republicans 민주당원과 공화당원간의 교섭【컴퓨터】 (전산망을 통한 정보의) 소통, 소통량    v., (-ficked[-t];-fick·ing) vi.매매[거래, 무역]하다 《with》;(특히 불법적인) 거래를 하다 《in》《traffic+전+명》 traffic in drugs 마약을 밀매하다traffic on the seas 해상 무역하다He trafficked with the natives for ivory. 그는 토착민과 상아 거래를 하였다.교섭을 갖다(deal) 《with》    vt.장사[매매, 교환]하다, (부정) 거래하다희생시키다, 〈명예 등을〉 팔다 《away》〈도로 등을〉 통행하다, 〈나라 등을〉 여행하다
sophomore|n., 《미》(4년제 대학·고교의) 2학년생(cf. FRESHMAN, JUNIOR, SENIOR)〈경험 등이〉 2년째의 사람    a., A2학년생의;미숙한, 유치한
temperature|n., U, C(온도계로 잰) 온도atmospheric temperature 기온effective temperature 유효 온도체온《구어》 (평열 이상의) 열, 고열, 발열 상태running a temperature 열이 있는
limit|n.한계(선), 극한, 한도;제한the upper[lower] limit 상한[하한]go to any limit 어떠한 일이라도 하다inferior[superior] limit 최소[최대]한out of all limits 무제한으로, 터무니없이set limits to …을 제한하다to the utmost limit 극도까지without limit 한없이, 제한없이There is a limit to everything. 모든 일에는 한계가 있는 법이다.[종종 pl.] 《미》 (나라·토지·구역 등의) 경계;범위, 구역within the limit of …의 범위 내에서【수학】 극한(치)[the ~] 《속어》 (참을 수 있는) 한도, (참을 수 없게) 화나게 만드는 사람[일]That’s[He’s] the limit. 이건[저 녀석은] 참을 수 없는데.(노름판에 거는) 최대액[the ~] (야구·복싱의) 최종 회까지의 시간The boxer couldn’t go the limit. 그 권투 선수는 최종 라운드까지 버티지 못했다.【상업】 지정 가격at[within] your limits 지정 가격으로[이내로]    vt.한정하다;제한하다(restrict), …에 한계를 두다《limit+목+전+명》 limit one sentence to 15 words 한 문장을 15단어로 제한하다The conversation was limited to everyday affairs. 화제는 일상사의 범위를 벗어나지 못했다.
statue|n.상(像), 조각상, 소상(塑像)plan a statue in one’s honor …의 명예를 기리려고 조각상 설립을 계획하다
furniture|n., U[집합적;단수 취급] 가구, 비품, 세간, 시설품a piece[an article] of furniture 가구 한 점a set[suite] of furniture 가구 한 벌부속 쇠붙이 《문 등의》, (침대·자동차 등에) 붙어 있는 것, 기구(器具) 《문의 자물쇠·손잡이 등》;장비품 《기계·배·자동차 등의》;【항해】 의장(艤裝) 용구(마음에) 갖추어진 것;(물건의) 내용, 알맹이(contents)the furniture of a bookshelf 책장의 책the furniture of one’s pocket 호주머니 속의 돈the furniture of one’s mind 지식, 교양(도로·공공 장소의) 설비, 비품 《가로등·벤치·신호등 등》침대 커버와 이불《고어》 마구(馬具)【인쇄】 공목(空木) 《조판시 공백을 메우기 위해 활자 사이나 주위에 끼우는 목판 또는 금속판》
parade|n.C,U 행렬, 퍼레이드, 행진march in[on] parade 행렬 행진하다U 열병(閱兵);C 열병식;열병장, 연병장(=~ ground)hold a parade 열병식을 행하다(사건 등의) 연속적 기술(記述)과시;장관make a parade of …을 과시하다《영》 (해안 등의) 산책길(promenade);운동장, 광장(성곽 안의) 마당, 구내【펜싱】 받아넘기기, 피하기(parry);방어[P~] …가(街), 상점가North Parade 노스가(街)    vt.〈거리를〉 열지어 행진하다;시위 행진하다〈군대를〉 정렬시키다, 열병하다〈지식·장점 등을〉 과시하다, 뽐내다    vi.열지어 행진하다;누비고 다니다(열병을 받기 위해) 정렬하다《비유》 …으로서 버젓이 통용되다 《as》
public|a.공공의, 공중의;일반 국민[사회]의, 일반 대중의, 공중의a public bath 공중목욕탕public property 공공물[재산]public safety 치안public welfare 공공복지공적인, 공무의, 공사의;정부의, 국가의public life 공적 생활a public official 공무원, 관리public document 공문서공립의, 공중용의, 공설의a public park 공원a public market 공설 시장공공연한, 세상이 다 아는, 소문난;유명한, 저명한a public scandal 세상이 다 아는 추문a public debate 공개 토론회《영》 대학 전체의;(단과 대학과 구별하여) 종합 대학으로서의a public lecture 대학 강의《드물게》 국제적인    n.[the ~;집합적] 공중, 일반 사람들, 대중, 민중;(일반) 사회;국민the general public[=the public in general] 일반 대중[집합적] …계(界), …사회;(어느 계층의) 사람들the reading public 독서계the cinemagoing public 영화팬《영·속어》 선술집, 주막(cf. PUBLIC HOUSE)
pilgrim|n.순례자, 성지 참배인방랑자(wanderer), 나그네(어느 지방에) 처음 간 사람[P~] Pilgrim Fathers의 한 사람[the P~s] =PILGRIM FATHERS    vi.순례하다유랑하다
greeting|n.(만났을 때의) 인사;경례;환영의 말[보통 pl.] 인사말, 인사장Christmas greetings 크리스마스 인사장《미》 편지 서두의 인사말(《영》 salutation) 《Dear Mr .... 등》
language|n. UC (한 나라·한 민족 등의) 국어, …말a foreign language 외국어He speaks three languages. 그는 3개 국어를 말한다. ★ 어떤 나라의 국어를 말할 때 the Korean[English, etc.] language는 Korean[English, etc.]보다 딱딱한 표현.말, 의사 소통[전달] 《언어적 혹은 비언어적 의미 체계를 사용하는》의사 소통 능력(음성·문자에 의한) 언어Language is an exclusive possession of man. 언어는 인간만의 소유물이다.(비언어적) 전달 기호 체계울음 소리 《새·짐승 등의》(꽃말·몸짓 등으로 하는) 말어학, 언어학C 술어, 전문어, (특수 사회[층]에서의) 통용어어법, 문법, 말씨, 표현fine language 아름답게 꾸민 표현, 화려한 문체【컴퓨터】 인공 언어, (컴퓨터) 언어artificial[machine] language 인공[기계] 언어상스러운 말, 욕지거리
opinion|n.U,C 의견, 견해(view);[보통 pl.] 지론, 소신public opinion 여론in one’s opinion …의 의견으로는form an opinion about …에 대한 의견을 갖다U (…에 대한) 판단, 평가, 평판 《of》be in high opinion 평판이 높다I have no great opinion of his work. 나는 그의 일을 그다지 높게 평가하지 않는다.[보통 부정문에서] 호의적인 견해, 호평, 존경U,C 전문가의 의견, 감정(鑑定)ask for another[a second] medical opinion 다른 의학상의 소견을 구하다【법】 판결 이유, 의견
athlete|n.《일반적으로》 운동 선수, 스포츠맨, 경기자《영》 (트랙과 필드 경기의) 육상 경기 선수체격이 운동 선수 같은 사람
